pRetran,SrcRetra,PCRatio,SrcWin,SrcLoss,DstRate,SrcLoad,Load,DstLoad,TcpRtt,Sum,AckDat,dTtl,Min,pLoss,DstLoss,Loss,StdDev,Rate,SrcRate,IdleTime,Dur,SrcPkts,SrcGap,DstBytes,DstGap,sTtl,DstWin,TotPkts,DstPkts,Mean,SrcBytes,TotBytes,dMeanPktSz,DstRetra,SynAck,label
0.0,0.0,-0.0,63488.0,0.0,33.258614,30917.207031,122710.976562,91793.773438,0.060115,0.150337,0.058625,64.0,0.150337,0.0,0.0,0.0,0.0,73.168953,33.258614,1721542400.0,0.150337,6.0,0.0,2070.0,0.0,62.0,31872.0,12.0,6.0,0.150337,697.0,2767.0,345.0,0.0,0.00149,HTTP
0.0,0.0,-0.0,63488.0,0.0,33.258614,31076.847656,168634.46875,137557.625,0.060115,0.150337,0.058625,64.0,0.150337,0.0,0.0,0.0,0.0,73.168953,33.258614,1721542400.0,0.150337,6.0,0.0,3101.0,0.0,62.0,31872.0,12.0,6.0,0.150337,700.0,3801.0,516.833313,0.0,0.00149,HTTP
0.0,0.0,-0.0,63488.0,0.0,33.368927,31126.535156,173892.15625,142765.625,0.059618,0.14984,0.058625,64.0,0.14984,0.0,0.0,0.0,0.0,73.411644,33.368927,1721542400.0,0.14984,6.0,0.0,3208.0,0.0,62.0,31872.0,12.0,6.0,0.14984,699.0,3907.0,534.666687,0.0,0.000993,HTTP
0.0,0.0,-0.0,64128.0,0.0,36.348042,34021.765625,189067.96875,155046.203125,0.075811,0.137559,0.049021,64.0,0.137559,0.0,0.0,0.0,0.0,79.965691,36.348042,1721542400.0,0.137559,6.0,0.0,3199.0,0.0,62.0,31872.0,12.0,6.0,0.137559,702.0,3901.0,533.166687,0.0,0.02679,HTTP
0.0,0.0,-0.0,64128.0,0.0,89.608658,51810.097656,791423.6875,739613.5625,0.05998,0.122756,0.048524,64.0,0.122756,0.0,0.0,0.0,0.0,162.924835,65.16993,1721542400.0,0.122756,9.0,0.0,12380.0,0.0,62.0,31872.0,21.0,12.0,0.122756,894.0,13274.0,1031.666626,0.0,0.011456,HTTP
0.0,0.0,-0.0,64128.0,0.0,32.051285,37435.898438,134230.765625,96794.875,0.061172,0.1248,0.060178,64.0,0.1248,0.0,0.0,0.0,0.0,80.128204,40.064102,1721542400.0,0.1248,6.0,0.0,1887.0,0.0,62.0,31872.0,11.0,5.0,0.1248,700.0,2587.0,377.399994,0.0,0.000994,HTTP
0.0,0.0,-0.0,64128.0,0.0,32.051285,32371.794922,76794.875,44423.078125,0.061172,0.1248,0.060178,64.0,0.1248,0.0,0.0,0.0,0.0,72.115387,32.051285,1721542400.0,0.1248,5.0,0.0,866.0,0.0,62.0,31872.0,10.0,5.0,0.1248,631.0,1497.0,173.199997,0.0,0.000994,HTTP
0.0,0.0,-0.0,58752.0,0.0,79.650177,53078.875,638921.8125,585842.9375,0.061271,0.125549,0.060773,64.0,0.125549,0.0,0.0,0.0,0.0,143.370316,55.755123,1721542400.0,0.125549,8.0,0.0,10113.0,0.0,62.0,31872.0,19.0,11.0,0.125549,951.0,11064.0,919.363647,0.0,0.000498,HTTP
0.0,0.0,-0.0,937472.0,0.0,946.533508,148780.890625,11579658.0,11430877.0,0.061271,0.987815,0.060773,64.0,0.987815,0.0,0.0,0.0,0.0,1222.901001,275.355194,1721542400.0,0.987815,273.0,0.0,1412958.0,0.0,62.0,31872.0,1209.0,936.0,0.987815,18438.0,1431396.0,1509.570557,0.0,0.000498,HTTP
0.0,0.0,-0.0,58752.0,0.0,76.387779,44304.910156,591852.5,547547.625,0.061214,0.130911,0.06022,64.0,0.130911,0.0,0.0,0.0,0.0,137.498001,53.471447,1721542400.0,0.130911,8.0,0.0,9856.0,0.0,62.0,31872.0,19.0,11.0,0.130911,828.0,10684.0,896.0,0.0,0.000994,HTTP
